Country,Year,Month,Combined Info
Ang,2022,October,1324.09 USD for 68.0M visitors
Angola,2022,November,573.47 USD for 12.9M visitors
Ang,2022,December,1350.75 USD for 40.55M visitors
ANGOLA,2023,January,964.5 USD for 6.86M visitors
Angola,2023,February,782.28 USD for 21.16M visitors
angola,2023,March,793.31 USD for 19.36M visitors
angola,2023,April,1103.91 USD for 21.25M visitors
alognA,2023,May,708.28 USD for 42.5M visitors
angola,2023,June,1168.09 USD for 82.06M visitors
ANGOLA,2023,July,940.45 USD for 53.3M visitors
ANGOLA,2023,August,763.97 USD for 29.33M visitors
Ang,2023,September,1416.41 USD for 18.0M visitors
Angola,2023,October,400.32 USD for 76.63M visitors
Angola,2023,November,534.21 USD for 67.73M visitors
alognA,2023,December,918.55 USD for 2.49M visitors
antigua and barbuda,2015,January,824.95 USD for 82.72M visitors
ANTIGUA AND BARBUDA,2015,February,1272.89 USD for 8.78M visitors
Antigua and barbuda,2015,March,1490.46 USD for 20.11M visitors
Antigua and barbuda,2015,April,736.75 USD for 11.89M visitors
ANTIGUA AND BARBUDA,2015,May,928.48 USD for 17.48M visitors
Ant,2015,June,1322.3 USD for 26.92M visitors
antigua and barbuda,2015,July,1220.11 USD for 27.42M visitors
Antigua and barbuda,2015,August,1192.82 USD for 45.05M visitors
Antigua and barbuda,2015,September,1421.0 USD for 23.68M visitors
Antigua and barbuda,2015,October,1053.04 USD for 59.95M visitors
Antigua and barbuda,2015,November,1035.82 USD for 3.41M visitors
Ant,2015,December,350.26 USD for 9.99M visitors
adubraB dna augitnA,2016,January,462.64 USD for 10.49M visitors
Antigua and barbuda,2016,February,1197.21 USD for 56.61M visitors
ANTIGUA AND BARBUDA,2016,March,463.18 USD for 32.45M visitors
Ant,2016,April,1025.84 USD for 39.88M visitors
Ant,2016,May,335.63 USD for 4.44M visitors
antigua and barbuda,2016,June,530.45 USD for 29.74M visitors
antigua and barbuda,2016,July,1313.16 USD for 51.59M visitors
adubraB dna augitnA,2016,August,297.33 USD for 87.62M visitors
adubraB dna augitnA,2016,September,1072.42 USD for 13.65M visitors
Ant,2016,October,1283.21 USD for 71.35M visitors
adubraB dna augitnA,2016,November,381.43 USD for 14.51M visitors
ANTIGUA AND BARBUDA,2016,December,319.66 USD for 35.23M visitors
Antigua and barbuda,2017,January,347.14 USD for 57.19M visitors
ANTIGUA AND BARBUDA,2017,February,1109.31 USD for 72.61M visitors
adubraB dna augitnA,2017,March,739.61 USD for 33.87M visitors
ANTIGUA AND BARBUDA,2017,April,893.81 USD for 73.45M visitors
Antigua and barbuda,2017,May,333.0 USD for 33.65M visitors
ANTIGUA AND BARBUDA,2017,June,1173.24 USD for 79.81M visitors
ANTIGUA AND BARBUDA,2017,July,1494.46 USD for 12.83M visitors
ANTIGUA AND BARBUDA,2017,August,763.07 USD for 79.98M visitors
Antigua and barbuda,2017,September,1328.06 USD for 64.83M visitors
Ant,2017,October,290.51 USD for 51.63M visitors
antigua and barbuda,2017,November,1170.05 USD for 13.5M visitors
Ant,2017,December,921.51 USD for 52.31M visitors
antigua and barbuda,2018,January,516.15 USD for 13.71M visitors
Antigua and barbuda,2018,February,431.96 USD for 36.7M visitors
Ant,2018,March,659.13 USD for 26.55M visitors
ANTIGUA AND BARBUDA,2018,April,683.7 USD for 36.9M visitors
antigua and barbuda,2018,May,510.78 USD for 17.88M visitors
ANTIGUA AND BARBUDA,2018,June,1027.27 USD for 38.6M visitors
antigua and barbuda,2018,July,1111.01 USD for 7.52M visitors
antigua and barbuda,2018,August,660.95 USD for 84.22M visitors
Ant,2018,September,348.91 USD for 10.74M visitors
adubraB dna augitnA,2018,October,1113.67 USD for 83.04M visitors
Antigua and barbuda,2018,November,1205.37 USD for 61.12M visitors
Antigua and barbuda,2018,December,1345.35 USD for 80.72M visitors
Antigua and barbuda,2019,January,991.69 USD for 50.2M visitors
antigua and barbuda,2019,February,1479.12 USD for 31.31M visitors
ANTIGUA AND BARBUDA,2019,March,1074.67 USD for 5.99M visitors
adubraB dna augitnA,2019,April,346.95 USD for 44.67M visitors
Antigua and barbuda,2019,May,448.34 USD for 28.34M visitors
Ant,2019,June,1489.48 USD for 44.87M visitors
ANTIGUA AND BARBUDA,2019,July,865.62 USD for 60.09M visitors
adubraB dna augitnA,2019,August,398.24 USD for 29.67M visitors
ANTIGUA AND BARBUDA,2019,September,914.45 USD for 54.41M visitors
Antigua and barbuda,2019,October,651.89 USD for 85.95M visitors
Antigua and barbuda,2019,November,592.3 USD for 31.22M visitors
ANTIGUA AND BARBUDA,2019,December,1198.8 USD for 65.01M visitors
Ant,2020,January,589.68 USD for 47.55M visitors
adubraB dna augitnA,2020,February,1275.45 USD for 14.93M visitors
ANTIGUA AND BARBUDA,2020,March,325.74 USD for 28.79M visitors
ANTIGUA AND BARBUDA,2020,April,1235.37 USD for 25.18M visitors
antigua and barbuda,2020,May,950.49 USD for 5.19M visitors
Ant,2020,June,1084.13 USD for 33.31M visitors
Ant,2020,July,717.99 USD for 21.51M visitors
adubraB dna augitnA,2020,August,643.59 USD for 6.32M visitors
antigua and barbuda,2020,September,1414.22 USD for 19.25M visitors
ANTIGUA AND BARBUDA,2020,October,778.78 USD for 36.43M visitors
Antigua and barbuda,2020,November,1269.1 USD for 11.98M visitors
ANTIGUA AND BARBUDA,2020,December,967.45 USD for 80.17M visitors
Antigua and barbuda,2021,January,556.58 USD for 22.54M visitors
Antigua and barbuda,2021,February,1414.05 USD for 43.95M visitors
Ant,2021,March,402.49 USD for 28.33M visitors
ANTIGUA AND BARBUDA,2021,April,823.24 USD for 89.66M visitors
Antigua and barbuda,2021,May,774.25 USD for 35.79M visitors
ANTIGUA AND BARBUDA,2021,June,972.6 USD for 22.97M visitors
Ant,2021,July,479.68 USD for 27.5M visitors
Antigua and barbuda,2021,August,665.53 USD for 60.48M visitors
ANTIGUA AND BARBUDA,2021,September,1492.27 USD for 59.45M visitors
Antigua and barbuda,2021,October,928.02 USD for 35.64M visitors
ANTIGUA AND BARBUDA,2021,November,716.98 USD for 72.32M visitors
antigua and barbuda,2021,December,466.26 USD for 60.6M visitors
adubraB dna augitnA,2022,January,1175.22 USD for 12.82M visitors
antigua and barbuda,2022,February,491.56 USD for 77.83M visitors
adubraB dna augitnA,2022,March,298.81 USD for 86.55M visitors
adubraB dna augitnA,2022,April,699.93 USD for 3.22M visitors
Ant,2022,May,993.66 USD for 15.6M visitors
Antigua and barbuda,2022,June,853.79 USD for 2.76M visitors
antigua and barbuda,2022,July,628.23 USD for 2.96M visitors
Antigua and barbuda,2022,August,651.48 USD for 18.79M visitors
ANTIGUA AND BARBUDA,2022,September,285.37 USD for 17.69M visitors
adubraB dna augitnA,2022,October,872.93 USD for 57.45M visitors
Antigua and barbuda,2022,November,1362.71 USD for 61.74M visitors
Ant,2022,December,373.51 USD for 48.92M visitors
ANTIGUA AND BARBUDA,2023,January,949.59 USD for 56.65M visitors
Antigua and barbuda,2023,February,884.8 USD for 54.76M visitors
adubraB dna augitnA,2023,March,250.35 USD for 79.95M visitors
Ant,2023,April,1095.27 USD for 84.6M visitors
Antigua and barbuda,2023,May,706.97 USD for 66.19M visitors
ANTIGUA AND BARBUDA,2023,June,1293.22 USD for 55.47M visitors
Ant,2023,July,1338.75 USD for 67.42M visitors
Antigua and barbuda,2023,August,1186.74 USD for 19.28M visitors
antigua and barbuda,2023,September,1075.88 USD for 26.8M visitors
Ant,2023,October,607.62 USD for 24.08M visitors
ANTIGUA AND BARBUDA,2023,November,1122.55 USD for 46.69M visitors
Antigua and barbuda,2023,December,396.9 USD for 16.13M visitors
ainemrA,2015,January,1482.14 USD for 20.78M visitors
armenia,2015,February,350.61 USD for 65.55M visitors
Armenia,2015,March,873.1 USD for 27.07M visitors
ainemrA,2015,April,234.94 USD for 13.61M visitors
ainemrA,2015,May,1419.63 USD for 5.88M visitors
ARMENIA,2015,June,1333.17 USD for 54.21M visitors
Arm,2015,July,1070.36 USD for 49.13M visitors
ARMENIA,2015,August,1351.57 USD for 68.46M visitors
Armenia,2015,September,682.13 USD for 14.86M visitors
Armenia,2015,October,831.04 USD for 5.11M visitors
armenia,2015,November,398.7 USD for 50.47M visitors
armenia,2015,December,587.68 USD for 89.93M visitors
Arm,2016,January,1409.44 USD for 43.79M visitors
Arm,2016,February,799.2 USD for 72.96M visitors
armenia,2016,March,316.55 USD for 43.22M visitors
ARMENIA,2016,April,366.28 USD for 72.57M visitors
armenia,2016,May,1110.48 USD for 5.36M visitors
ARMENIA,2016,June,946.92 USD for 15.83M visitors
Arm,2016,July,615.52 USD for 47.04M visitors
ARMENIA,2016,August,1482.01 USD for 12.88M visitors
armenia,2016,September,1144.37 USD for 55.75M visitors
ainemrA,2016,October,591.93 USD for 30.81M visitors
Armenia,2016,November,1030.58 USD for 38.24M visitors
Arm,2016,December,1093.5 USD for 38.34M visitors
Arm,2017,January,1070.01 USD for 20.03M visitors
ainemrA,2017,February,484.2 USD for 43.07M visitors
ainemrA,2017,March,487.06 USD for 67.89M visitors
ainemrA,2017,April,918.99 USD for 78.47M visitors
Armenia,2017,May,1108.08 USD for 5.01M visitors
Arm,2017,June,1446.45 USD for 24.99M visitors
Armenia,2017,July,1473.54 USD for 69.07M visitors
armenia,2017,August,867.29 USD for 59.96M visitors
ARMENIA,2017,September,1462.32 USD for 42.87M visitors
armenia,2017,October,319.18 USD for 50.84M visitors
ARMENIA,2017,November,1219.95 USD for 27.39M visitors
ARMENIA,2017,December,891.1 USD for 70.34M visitors
armenia,2018,January,1037.64 USD for 75.33M visitors
ARMENIA,2018,February,267.78 USD for 50.72M visitors
ainemrA,2018,March,1037.3 USD for 2.06M visitors
ARMENIA,2018,April,668.37 USD for 40.5M visitors
ARMENIA,2018,May,656.1 USD for 12.3M visitors
Armenia,2018,June,546.78 USD for 88.52M visitors
Arm,2018,July,236.41 USD for 68.51M visitors
armenia,2018,August,847.71 USD for 22.5M visitors
armenia,2018,September,424.36 USD for 3.78M visitors
Arm,2018,October,1444.21 USD for 15.16M visitors
Armenia,2018,November,1202.59 USD for 60.19M visitors
Armenia,2018,December,340.47 USD for 41.38M visitors
armenia,2019,January,1176.64 USD for 49.1M visitors
Arm,2019,February,519.88 USD for 45.82M visitors
ARMENIA,2019,March,457.59 USD for 49.18M visitors
ainemrA,2019,April,593.93 USD for 88.8M visitors
Arm,2019,May,959.77 USD for 72.51M visitors
ainemrA,2019,June,784.84 USD for 5.55M visitors
armenia,2019,July,1408.32 USD for 76.06M visitors
ARMENIA,2019,August,833.19 USD for 10.63M visitors
ainemrA,2019,September,1019.47 USD for 12.3M visitors
ainemrA,2019,October,245.66 USD for 56.37M visitors
ainemrA,2019,November,1296.07 USD for 25.84M visitors
Arm,2019,December,1281.38 USD for 1.55M visitors
armenia,2020,January,1162.85 USD for 68.56M visitors
ARMENIA,2020,February,877.66 USD for 58.5M visitors
Armenia,2020,March,655.72 USD for 35.79M visitors
Armenia,2020,April,1286.41 USD for 69.0M visitors
Arm,2020,May,248.23 USD for 70.59M visitors
ainemrA,2020,June,219.83 USD for 58.64M visitors
Armenia,2020,July,1062.53 USD for 16.06M visitors
Armenia,2020,August,785.75 USD for 44.94M visitors
Arm,2020,September,623.75 USD for 67.83M visitors
Armenia,2020,October,1123.67 USD for 49.32M visitors
armenia,2020,November,1015.58 USD for 60.58M visitors
armenia,2020,December,402.89 USD for 73.76M visitors
Armenia,2021,January,1342.19 USD for 75.81M visitors
armenia,2021,February,946.21 USD for 55.0M visitors
armenia,2021,March,811.81 USD for 72.37M visitors
Armenia,2021,April,504.71 USD for 83.23M visitors
Armenia,2021,May,664.38 USD for 15.62M visitors
Armenia,2021,June,1220.95 USD for 40.15M visitors
armenia,2021,July,256.0 USD for 61.12M visitors
ainemrA,2021,August,281.77 USD for 42.33M visitors
ARMENIA,2021,September,990.02 USD for 69.7M visitors
armenia,2021,October,1481.61 USD for 51.98M visitors
armenia,2021,November,531.29 USD for 77.24M visitors
ainemrA,2021,December,1091.56 USD for 69.08M visitors
Armenia,2022,January,509.45 USD for 2.86M visitors
Arm,2022,February,529.19 USD for 34.08M visitors
ARMENIA,2022,March,1452.78 USD for 84.85M visitors
Armenia,2022,April,508.79 USD for 57.18M visitors
Armenia,2022,May,555.84 USD for 80.8M visitors
Arm,2022,June,777.66 USD for 76.72M visitors
Armenia,2022,July,1127.85 USD for 57.57M visitors
Armenia,2022,August,1218.9 USD for 57.89M visitors
Armenia,2022,September,1311.07 USD for 25.3M visitors
ARMENIA,2022,October,907.91 USD for 40.84M visitors
Arm,2022,November,1493.44 USD for 8.56M visitors
ainemrA,2022,December,1046.49 USD for 21.74M visitors
Armenia,2023,January,603.61 USD for 50.75M visitors
ainemrA,2023,February,732.76 USD for 75.48M visitors
Armenia,2023,March,506.58 USD for 29.16M visitors
Armenia,2023,April,908.27 USD for 27.08M visitors
armenia,2023,May,1119.01 USD for 85.05M visitors
ainemrA,2023,June,696.26 USD for 18.92M visitors
Armenia,2023,July,239.45 USD for 79.75M visitors
Armenia,2023,August,1335.93 USD for 73.83M visitors
Arm,2023,September,1033.8 USD for 53.59M visitors
Arm,2023,October,340.72 USD for 58.03M visitors
Arm,2023,November,766.56 USD for 50.61M visitors
ARMENIA,2023,December,545.08 USD for 50.59M visitors
AZERBAIJAN,2015,January,895.24 USD for 78.76M visitors
azerbaijan,2015,February,1320.08 USD for 25.55M visitors
Azerbaijan,2015,March,828.66 USD for 62.71M visitors
Azerbaijan,2015,April,861.19 USD for 44.97M visitors
Aze,2015,May,1040.13 USD for 89.26M visitors
najiabrezA,2015,June,1498.51 USD for 19.09M visitors
najiabrezA,2015,July,268.36 USD for 37.52M visitors
AZERBAIJAN,2015,August,1344.94 USD for 21.49M visitors
najiabrezA,2015,September,1385.65 USD for 44.44M visitors
Aze,2015,October,1246.43 USD for 49.67M visitors
AZERBAIJAN,2015,November,387.58 USD for 11.91M visitors
Azerbaijan,2015,December,1233.35 USD for 64.39M visitors
azerbaijan,2016,January,912.26 USD for 42.16M visitors
najiabrezA,2016,February,453.39 USD for 2.7M visitors
Azerbaijan,2016,March,1106.26 USD for 66.05M visitors
najiabrezA,2016,April,996.7 USD for 44.99M visitors
Aze,2016,May,223.11 USD for 16.67M visitors
azerbaijan,2016,June,775.03 USD for 63.4M visitors
Azerbaijan,2016,July,326.67 USD for 74.0M visitors
AZERBAIJAN,2016,August,1038.27 USD for 83.26M visitors
AZERBAIJAN,2016,September,1335.87 USD for 35.41M visitors
AZERBAIJAN,2016,October,1034.79 USD for 7.41M visitors
azerbaijan,2016,November,750.75 USD for 25.0M visitors
azerbaijan,2016,December,686.38 USD for 14.04M visitors
Aze,2017,January,291.99 USD for 58.43M visitors
Azerbaijan,2017,February,835.02 USD for 72.21M visitors
najiabrezA,2017,March,301.52 USD for 20.43M visitors
Azerbaijan,2017,April,1242.59 USD for 24.22M visitors
najiabrezA,2017,May,287.16 USD for 48.66M visitors
AZERBAIJAN,2017,June,473.44 USD for 12.59M visitors
Aze,2017,July,777.9 USD for 24.24M visitors
Aze,2017,August,904.12 USD for 45.18M visitors
Azerbaijan,2017,September,672.79 USD for 17.44M visitors
Azerbaijan,2017,October,1311.97 USD for 50.31M visitors
najiabrezA,2017,November,738.2 USD for 59.97M visitors
AZERBAIJAN,2017,December,269.4 USD for 68.83M visitors
azerbaijan,2018,January,1451.27 USD for 40.79M visitors
Aze,2018,February,1206.63 USD for 62.23M visitors
najiabrezA,2018,March,1045.03 USD for 43.56M visitors
AZERBAIJAN,2018,April,1320.16 USD for 41.07M visitors
Azerbaijan,2018,May,675.44 USD for 44.39M visitors
najiabrezA,2018,June,933.45 USD for 16.05M visitors
AZERBAIJAN,2018,July,443.77 USD for 35.27M visitors
najiabrezA,2018,August,687.34 USD for 82.66M visitors
Azerbaijan,2018,September,352.11 USD for 50.65M visitors
AZERBAIJAN,2018,October,599.83 USD for 62.06M visitors
Azerbaijan,2018,November,357.47 USD for 49.7M visitors
Aze,2018,December,1407.45 USD for 42.26M visitors
azerbaijan,2019,January,292.12 USD for 63.31M visitors
Azerbaijan,2019,February,1315.99 USD for 86.46M visitors
Aze,2019,March,945.0 USD for 21.18M visitors
Azerbaijan,2019,April,637.83 USD for 31.06M visitors
Aze,2019,May,1239.97 USD for 63.67M visitors
Azerbaijan,2019,June,1251.78 USD for 59.1M visitors
najiabrezA,2019,July,700.35 USD for 89.46M visitors
AZERBAIJAN,2019,August,1128.43 USD for 24.36M visitors
azerbaijan,2019,September,858.07 USD for 66.42M visitors
AZERBAIJAN,2019,October,1326.85 USD for 45.18M visitors
Aze,2019,November,396.26 USD for 19.9M visitors
Azerbaijan,2019,December,1295.44 USD for 24.27M visitors
Aze,2020,January,567.64 USD for 17.04M visitors
azerbaijan,2020,February,381.57 USD for 63.65M visitors
Aze,2020,March,304.18 USD for 10.27M visitors
najiabrezA,2020,April,1123.51 USD for 15.29M visitors
Aze,2020,May,453.85 USD for 55.86M visitors
Aze,2020,June,1386.92 USD for 71.44M visitors
Azerbaijan,2020,July,1264.37 USD for 15.99M visitors
najiabrezA,2020,August,1222.5 USD for 62.55M visitors
najiabrezA,2020,September,378.99 USD for 71.61M visitors
Azerbaijan,2020,October,1182.66 USD for 67.14M visitors
najiabrezA,2020,November,807.16 USD for 70.31M visitors
Aze,2020,December,1426.2 USD for 24.07M visitors
najiabrezA,2021,January,580.12 USD for 32.86M visitors
azerbaijan,2021,February,1112.21 USD for 33.8M visitors
Azerbaijan,2021,March,292.32 USD for 38.65M visitors
najiabrezA,2021,April,853.44 USD for 72.48M visitors
azerbaijan,2021,May,1073.01 USD for 32.71M visitors
azerbaijan,2021,June,1363.6 USD for 13.39M visitors
AZERBAIJAN,2021,July,898.01 USD for 56.81M visitors
najiabrezA,2021,August,519.83 USD for 68.48M visitors
najiabrezA,2021,September,1332.29 USD for 44.0M visitors
AZERBAIJAN,2021,October,1166.19 USD for 32.71M visitors
AZERBAIJAN,2021,November,380.98 USD for 64.41M visitors
azerbaijan,2021,December,799.74 USD for 19.42M visitors
najiabrezA,2022,January,518.45 USD for 82.29M visitors
najiabrezA,2022,February,957.49 USD for 78.26M visitors
azerbaijan,2022,March,1323.01 USD for 61.46M visitors
Azerbaijan,2022,April,785.82 USD for 23.67M visitors
Aze,2022,May,434.12 USD for 69.28M visitors
AZERBAIJAN,2022,June,495.04 USD for 77.2M visitors
azerbaijan,2022,July,1242.24 USD for 20.45M visitors
azerbaijan,2022,August,394.98 USD for 48.78M visitors
Aze,2022,September,1384.28 USD for 63.21M visitors
najiabrezA,2022,October,326.77 USD for 44.3M visitors
azerbaijan,2022,November,1141.8 USD for 5.46M visitors
najiabrezA,2022,December,1216.51 USD for 53.22M visitors
najiabrezA,2023,January,972.57 USD for 35.86M visitors
najiabrezA,2023,February,937.67 USD for 4.84M visitors
azerbaijan,2023,March,526.82 USD for 33.05M visitors
AZERBAIJAN,2023,April,850.9 USD for 75.97M visitors
Aze,2023,May,345.57 USD for 52.34M visitors
AZERBAIJAN,2023,June,1307.14 USD for 83.0M visitors
azerbaijan,2023,July,1298.89 USD for 8.48M visitors
Aze,2023,August,357.87 USD for 62.09M visitors
